Time,Alt,Angle,qw,qx,qy,qz,High X,High Y,High Z
71834,13,1.22,1.00,-0.04,-0.00,-0.07,-180.62,-181.39,-182.06
71852,13,1.30,1.00,-0.04,-0.00,-0.07,-57.56,-115.71,-149.49
72104,15,1.38,1.00,-0.04,-0.00,-0.07,-168.54,-169.10,-177.96
72117,15,1.46,1.00,-0.04,-0.00,-0.07,-53.57,-111.50,-147.61
72132,15,1.46,1.00,-0.04,-0.00,-0.07,-113.27,-127.01,-147.28
72146,15,1.46,1.00,-0.04,-0.00,-0.07,-132.21,-134.54,-148.72
72161,15,1.46,1.00,-0.04,-0.00,-0.07,-145.50,-144.62,-154.48
72175,15,1.47,1.00,-0.04,-0.00,-0.07,-154.92,-154.48,-160.01
72190,15,1.47,1.00,-0.04,-0.00,-0.07,-161.90,-162.56,-165.88
72204,15,1.47,1.00,-0.04,-0.00,-0.07,-172.97,-175.41,-175.63
72222,15,1.47,1.00,-0.04,-0.00,-0.07,-168.54,-168.43,-172.64
72236,15,1.47,1.00,-0.04,-0.00,-0.07,-177.74,-178.84,-179.29
72251,15,1.47,1.00,-0.04,-0.00,-0.07,-178.51,-178.84,-179.51
72264,15,1.48,1.00,-0.04,-0.00,-0.07,-171.42,-171.20,-174.64
72279,15,1.48,1.00,-0.04,-0.00,-0.07,-168.21,-165.66,-170.54
72294,15,1.48,1.00,-0.04,-0.00,-0.07,-165.55,-162.89,-168.65
72306,15,1.48,1.00,-0.04,-0.00,-0.07,-171.98,-171.98,-173.53
72320,15,1.48,1.00,-0.04,-0.00,-0.07,-59.22,-117.37,-151.60
72338,15,1.48,1.00,-0.04,-0.00,-0.07,-121.69,-134.87,-152.81
72352,15,1.48,1.00,-0.04,-0.00,-0.07,-148.61,-153.48,-161.90
72366,15,1.49,1.00,-0.04,-0.00,-0.07,-160.01,-161.23,-166.99
72380,15,1.49,1.00,-0.04,-0.00,-0.07,-156.36,-155.81,-162.67
72394,15,1.49,1.00,-0.04,-0.00,-0.07,-157.80,-155.92,-162.67
72409,15,1.49,1.00,-0.04,-0.00,-0.07,-158.46,-155.69,-161.57
72423,15,1.49,1.00,-0.04,-0.00,-0.07,-168.76,-169.32,-170.43
72437,15,1.47,1.00,-0.04,-0.00,-0.07,-177.74,-180.39,-180.51
72455,15,1.23,1.00,-0.04,-0.00,-0.07,-171.64,-170.76,-174.19
72469,15,1.60,1.00,-0.04,0.00,-0.07,-187.04,-188.37,-189.70
72482,15,1.64,1.00,-0.04,0.00,-0.07,-182.06,-182.28,-185.49
72495,14,2.76,1.00,-0.04,0.02,-0.07,-162.12,-157.47,-163.67
72510,14,3.46,1.00,-0.04,0.02,-0.07,-156.03,-151.26,-156.58
72525,14,4.76,1.00,-0.05,0.04,-0.07,-43.27,-92.12,-107.40
72540,14,5.44,0.99,-0.05,0.04,-0.07,-105.41,-122.35,-133.32
72555,14,6.22,0.99,-0.06,0.05,-0.08,-141.30,-151.04,-156.80
72572,14,7.68,0.99,-0.06,0.06,-0.08,-152.48,-155.69,-161.57
72585,14,8.82,0.99,-0.07,0.07,-0.08,-173.64,-177.40,-180.62
72598,14,9.34,0.99,-0.08,0.08,-0.08,-173.42,-174.64,-179.73
72613,14,9.85,0.99,-0.08,0.08,-0.08,-164.56,-163.45,-167.99
72627,14,10.86,0.99,-0.09,0.09,-0.08,-170.32,-165.55,-176.41
72640,14,11.34,0.99,-0.09,0.10,-0.08,-168.65,-164.45,-168.43
72655,14,11.77,0.99,-0.10,0.10,-0.08,-175.96,-176.63,-178.51
72669,14,12.43,0.99,-0.10,0.11,-0.08,-188.37,-191.58,-191.69
72681,14,12.77,0.98,-0.11,0.11,-0.08,-180.95,-180.39,-183.72
72699,14,13.49,0.98,-0.11,0.12,-0.08,-185.82,-185.38,-188.92
72714,14,13.82,0.98,-0.11,0.12,-0.08,-174.41,-171.31,-176.96
72729,14,14.63,0.98,-0.12,0.13,-0.09,-52.13,-104.08,-132.10
72745,14,15.03,0.98,-0.12,0.13,-0.09,-108.95,-121.47,-137.53
72759,14,15.50,0.98,-0.12,0.14,-0.09,-124.68,-126.67,-136.86
72772,14,15.73,0.98,-0.11,0.14,-0.09,-153.37,-158.91,-162.34
72785,14,16.07,0.98,-0.11,0.14,-0.09,-172.86,-178.73,-180.51
72799,14,16.82,0.98,-0.10,0.15,-0.09,-175.96,-176.52,-181.28
72817,14,17.78,0.98,-0.09,0.15,-0.10,-182.83,-184.94,-188.37
72831,14,18.25,0.98,-0.08,0.16,-0.10,-171.31,-167.55,-174.64
72846,14,18.64,0.98,-0.07,0.16,-0.10,-164.56,-159.02,-166.11
72859,14,18.89,0.98,-0.06,0.16,-0.10,-154.37,-146.39,-155.58
72872,12,18.82,0.98,-0.05,0.16,-0.10,-172.31,-173.75,-175.19
72885,12,18.65,0.98,-0.04,0.15,-0.10,-190.59,-195.02,-194.57
72898,12,18.44,0.98,-0.02,0.15,-0.11,-180.51,-179.84,-183.61
72912,12,18.38,0.98,-0.01,0.15,-0.11,-164.00,-156.25,-165.22
72933,12,18.19,0.98,0.01,0.15,-0.11,-65.09,-132.66,-168.76
72947,12,17.86,0.98,0.03,0.14,-0.11,-116.26,-128.23,-152.70
72961,12,17.70,0.98,0.04,0.14,-0.11,-123.46,-119.14,-138.75
72974,12,17.63,0.98,0.04,0.14,-0.11,-134.54,-131.66,-139.97
72987,12,17.54,0.98,0.05,0.14,-0.11,-165.55,-169.65,-170.32
73001,12,17.41,0.98,0.05,0.13,-0.11,-188.81,-195.46,-193.46
73016,12,17.25,0.98,0.05,0.13,-0.11,-188.70,-194.13,-192.14
73030,12,17.08,0.98,0.06,0.13,-0.12,-165.88,-160.68,-168.88
73045,12,17.10,0.98,0.06,0.13,-0.12,-160.24,-154.70,-161.68
73066,12,17.33,0.98,0.07,0.13,-0.12,-193.91,-199.34,-195.57
73080,12,17.64,0.98,0.07,0.13,-0.11,-165.88,-161.68,-169.21
73095,12,17.76,0.98,0.08,0.14,-0.11,-155.92,-149.38,-158.24
73108,12,17.86,0.98,0.08,0.14,-0.12,-146.39,-138.53,-149.27
73122,12,17.78,0.98,0.09,0.13,-0.12,-174.52,-170.20,-173.20
73138,12,17.57,0.98,0.10,0.13,-0.12,-53.24,-102.09,-128.00
73153,12,17.55,0.98,0.11,0.13,-0.12,-129.44,-148.05,-157.80
73168,12,17.59,0.98,0.11,0.13,-0.13,-164.11,-171.64,-177.74
73186,12,17.59,0.98,0.12,0.12,-0.13,-164.00,-164.56,-170.32
73199,12,17.52,0.97,0.13,0.12,-0.14,-178.95,-180.17,-182.06
73214,12,17.47,0.97,0.13,0.12,-0.14,-162.89,-158.80,-167.99
73228,12,17.39,0.97,0.13,0.12,-0.14,-151.82,-145.62,-156.03
73242,14,17.17,0.97,0.13,0.12,-0.14,-141.52,-132.99,-145.73
73258,14,17.11,0.97,0.13,0.12,-0.14,-146.94,-138.19,-148.38
73272,14,17.03,0.98,0.13,0.12,-0.14,-169.76,-163.89,-169.76
73285,14,17.03,0.98,0.13,0.12,-0.14,-196.23,-199.11,-195.57
73299,14,16.98,0.97,0.13,0.11,-0.14,-188.26,-189.59,-191.58
73318,14,16.95,0.97,0.14,0.11,-0.14,-188.37,-188.59,-189.48
73332,14,16.90,0.97,0.15,0.11,-0.15,-183.16,-182.39,-185.16
73346,14,16.90,0.97,0.15,0.11,-0.15,-48.81,-99.32,-128.45
73360,14,16.73,0.97,0.15,0.10,-0.15,-84.14,-92.01,-116.15
73374,14,16.69,0.97,0.16,0.10,-0.15,-118.26,-120.58,-131.77
73387,14,16.76,0.97,0.16,0.10,-0.15,-169.87,-178.29,-175.52
73400,14,16.89,0.97,0.16,0.11,-0.15,-186.38,-195.35,-189.59
73414,14,16.88,0.97,0.16,0.11,-0.15,-165.11,-164.89,-171.64
73431,14,16.95,0.97,0.16,0.11,-0.15,-175.30,-175.96,-178.95
73444,14,16.88,0.97,0.16,0.11,-0.15,-144.95,-136.64,-150.05
73459,14,16.63,0.97,0.16,0.10,-0.15,-140.08,-128.56,-141.74
73472,14,16.11,0.97,0.17,0.10,-0.15,-167.66,-161.34,-166.88
73485,14,15.92,0.97,0.17,0.09,-0.15,-197.12,-197.90,-195.79
73500,14,15.67,0.97,0.17,0.09,-0.15,-194.90,-196.12,-194.35
73513,14,14.94,0.97,0.18,0.08,-0.15,-154.59,-147.39,-158.46
73526,14,14.55,0.97,0.19,0.08,-0.15,-138.53,-126.56,-138.97
73557,14,13.29,0.97,0.20,0.07,-0.14,-32.53,-70.19,-94.00
73571,14,12.45,0.97,0.20,0.06,-0.14,-118.15,-133.99,-141.30
73585,14,12.09,0.97,0.20,0.06,-0.14,-168.76,-179.95,-180.73
73599,14,11.75,0.97,0.21,0.06,-0.13,-179.40,-183.27,-185.49
73613,14,10.87,0.97,0.21,0.06,-0.12,-147.17,-142.40,-154.92
73626,14,10.29,0.97,0.21,0.05,-0.12,-124.68,-115.60,-134.98
73638,11,9.62,0.97,0.22,0.05,-0.12,-152.81,-148.72,-146.06
73651,11,8.30,0.97,0.22,0.04,-0.11,-185.05,-191.36,-182.28
73666,11,7.80,0.97,0.22,0.03,-0.11,-181.28,-185.60,-184.60
73683,11,6.76,0.97,0.23,0.03,-0.10,-192.36,-194.24,-193.02
73698,11,6.31,0.97,0.23,0.02,-0.10,-176.96,-174.75,-179.84
73712,11,5.44,0.97,0.23,0.02,-0.09,-144.40,-137.09,-150.16
73725,11,5.16,0.97,0.24,0.02,-0.08,-128.67,-118.15,-132.32
73738,11,4.89,0.97,0.24,0.01,-0.08,-171.20,-165.88,-169.65
73752,11,4.74,0.97,0.24,0.01,-0.07,-194.57,-195.68,-192.25
73764,11,4.86,0.97,0.25,0.01,-0.06,-51.58,-106.18,-136.09
73777,11,5.06,0.97,0.25,0.01,-0.06,-72.07,-76.83,-107.29
73795,11,6.14,0.97,0.26,0.01,-0.04,-112.61,-113.49,-129.11
73809,11,6.58,0.97,0.26,0.01,-0.03,-117.04,-111.39,-126.01
73823,11,6.97,0.97,0.26,0.01,-0.03,-145.50,-138.75,-148.05
73836,11,7.19,0.97,0.26,0.01,-0.03,-191.03,-191.80,-188.37
73850,11,7.41,0.97,0.26,0.01,-0.02,-198.67,-199.45,-195.68
73864,11,7.70,0.97,0.26,0.01,-0.02,-159.68,-154.81,-165.55
73877,11,7.84,0.97,0.26,0.01,-0.02,-124.02,-111.72,-130.77
73889,11,8.00,0.97,0.26,0.00,-0.01,-155.14,-145.84,-155.47
73903,11,8.36,0.97,0.26,-0.00,-0.01,-184.38,-181.72,-182.61
73923,11,8.63,0.97,0.26,-0.00,-0.00,-155.25,-148.72,-158.91
73936,11,9.10,0.97,0.26,-0.01,0.00,-187.71,-184.94,-185.05
73951,11,9.35,0.97,0.26,-0.01,0.01,-197.12,-199.11,-194.13
73970,11,9.72,0.96,0.27,-0.02,0.01,-59.66,-117.04,-150.49
73984,11,9.95,0.96,0.27,-0.03,0.01,-139.86,-155.36,-168.54
74000,11,10.00,0.96,0.28,-0.03,0.01,-175.96,-177.07,-193.91
74013,13,10.04,0.96,0.29,-0.04,0.01,-145.17,-136.64,-158.02
74027,13,10.00,0.96,0.29,-0.04,0.01,-120.92,-106.52,-130.77
74045,13,10.00,0.95,0.30,-0.05,0.01,-118.92,-105.74,-119.14
74058,13,10.04,0.95,0.31,-0.05,0.01,-126.79,-109.17,-137.31
74073,13,10.14,0.95,0.32,-0.07,0.01,-140.74,-126.23,-145.84
74087,13,10.07,0.94,0.33,-0.07,0.01,-185.38,-181.39,-183.50
74101,13,9.89,0.94,0.33,-0.08,0.00,-187.26,-187.71,-178.40
74115,13,9.55,0.93,0.35,-0.09,-0.00,-162.23,-162.45,-166.44
74128,13,9.38,0.93,0.36,-0.09,-0.01,-118.59,-104.85,-128.34
74140,13,9.30,0.93,0.37,-0.09,-0.01,-132.10,-116.71,-134.21
74154,13,9.41,0.92,0.38,-0.10,-0.02,-174.19,-170.09,-172.64
74174,13,9.80,0.92,0.38,-0.11,-0.03,-18.79,-50.03,-78.27
74188,13,9.95,0.91,0.39,-0.12,-0.03,-118.26,-134.43,-139.19
74203,13,10.22,0.91,0.40,-0.12,-0.04,-172.31,-179.29,-184.60
74217,13,10.98,0.90,0.41,-0.13,-0.05,-192.47,-195.57,-197.45
74230,13,11.36,0.90,0.41,-0.14,-0.05,-144.40,-136.20,-154.70
74243,13,11.75,0.90,0.42,-0.14,-0.05,-109.40,-85.36,-118.48
74257,13,12.63,0.89,0.42,-0.15,-0.06,-139.52,-124.68,-142.85
74272,13,13.01,0.89,0.43,-0.16,-0.06,-152.70,-140.52,-154.70
74290,13,13.52,0.88,0.44,-0.16,-0.07,-144.40,-129.78,-146.72
74304,13,13.73,0.88,0.44,-0.16,-0.07,-174.97,-168.65,-174.19
74318,13,14.46,0.87,0.46,-0.17,-0.08,-197.56,-196.46,-194.57
74332,13,14.95,0.87,0.46,-0.17,-0.08,-173.53,-169.32,-175.52
74345,13,16.10,0.86,0.47,-0.18,-0.09,-120.69,-102.09,-130.22
74360,13,16.64,0.85,0.48,-0.19,-0.09,-113.72,-93.78,-121.80
74378,13,17.35,0.84,0.50,-0.19,-0.10,-14.69,-42.94,-70.07
74391,12,17.68,0.83,0.50,-0.19,-0.11,-69.96,-75.39,-94.66
74405,12,18.33,0.82,0.52,-0.20,-0.12,-141.18,-142.51,-147.83
74445,12,20.96,0.80,0.54,-0.21,-0.15,-127.23,-113.16,-138.64
74459,12,21.84,0.79,0.55,-0.22,-0.15,-102.86,-84.81,-112.61
74474,12,22.75,0.79,0.55,-0.22,-0.16,-111.94,-94.44,-120.03
74488,12,24.28,0.77,0.56,-0.23,-0.18,-167.99,-161.12,-168.65
74503,12,24.84,0.77,0.57,-0.23,-0.18,-188.92,-186.71,-186.60
74516,12,26.05,0.76,0.58,-0.23,-0.20,-196.01,-197.12,-197.12
74530,12,26.66,0.75,0.58,-0.23,-0.20,-142.74,-130.88,-151.37
74543,12,27.30,0.74,0.59,-0.23,-0.21,-105.52,-82.48,-116.60
74563,12,28.71,0.73,0.60,-0.24,-0.22,-146.94,-136.86,-153.15
74577,12,30.60,0.72,0.61,-0.25,-0.23,-111.39,-90.79,-120.58
74591,12,31.79,0.71,0.61,-0.26,-0.24,-24.99,-58.78,-83.92
74605,12,33.05,0.70,0.62,-0.26,-0.25,-110.50,-123.46,-131.66
74619,12,35.57,0.67,0.64,-0.27,-0.27,-172.86,-185.60,-181.72
74632,12,36.82,0.65,0.65,-0.27,-0.28,-149.94,-150.93,-161.34
74645,12,38.19,0.64,0.66,-0.27,-0.29,-124.35,-115.82,-133.54
74659,12,41.12,0.61,0.67,-0.28,-0.32,-117.81,-99.76,-121.80
74677,12,44.11,0.59,0.68,-0.29,-0.34,-127.23,-113.72,-132.43
74691,12,45.53,0.58,0.68,-0.30,-0.35,-133.76,-120.03,-137.64
74706,12,46.83,0.56,0.68,-0.30,-0.36,-159.68,-152.48,-161.57
74720,12,49.07,0.54,0.69,-0.31,-0.37,-192.58,-192.25,-189.81
74733,12,50.12,0.53,0.69,-0.31,-0.38,-191.91,-192.36,-192.03
74746,12,51.28,0.52,0.69,-0.31,-0.39,-148.38,-139.19,-155.14
74760,12,53.97,0.50,0.70,-0.32,-0.41,-128.34,-115.16,-134.98
74776,14,55.39,0.48,0.70,-0.32,-0.42,-130.33,-118.04,-137.20
74793,14,58.19,0.45,0.70,-0.33,-0.44,-25.44,-60.77,-86.14
74812,14,60.60,0.43,0.71,-0.33,-0.45,-106.52,-116.82,-129.67
74827,14,62.68,0.40,0.71,-0.34,-0.47,-114.71,-115.82,-130.22
74841,14,63.21,0.39,0.71,-0.34,-0.47,-142.62,-140.96,-147.94
74856,14,63.34,0.38,0.72,-0.34,-0.47,-154.70,-149.94,-157.58
74870,14,62.86,0.36,0.73,-0.34,-0.47,-188.37,-189.70,-186.82
74883,14,62.55,0.36,0.74,-0.34,-0.47,-184.38,-184.94,-184.60
74896,14,62.17,0.35,0.74,-0.33,-0.46,-151.60,-146.06,-157.25
74910,14,60.66,0.34,0.76,-0.33,-0.45,-130.66,-117.59,-137.53
74929,14,58.21,0.34,0.77,-0.33,-0.43,-142.07,-132.77,-146.61
74942,14,56.54,0.34,0.78,-0.32,-0.42,-128.78,-117.92,-132.99
74957,14,54.51,0.34,0.79,-0.32,-0.40,-148.72,-138.64,-151.26
74971,14,50.83,0.34,0.80,-0.31,-0.37,-185.93,-183.27,-184.60
74984,14,49.99,0.34,0.81,-0.31,-0.37,-200.00,-200.00,-200.00
74998,14,49.53,0.34,0.81,-0.31,-0.36,-56.67,-114.60,-149.60
75012,14,49.24,0.34,0.81,-0.31,-0.36,-78.60,-84.70,-115.38
75027,14,48.47,0.35,0.81,-0.31,-0.36,-107.18,-105.30,-124.68
75046,14,45.44,0.36,0.82,-0.30,-0.33,-136.42,-130.00,-143.18
75058,14,43.10,0.37,0.82,-0.29,-0.32,-120.03,-110.39,-127.45
75072,14,42.55,0.38,0.82,-0.29,-0.31,-164.00,-158.69,-164.56
75086,14,42.18,0.38,0.82,-0.29,-0.31,-197.78,-197.90,-194.57
75098,14,41.82,0.38,0.82,-0.29,-0.31,-179.40,-177.85,-183.05
75112,14,41.73,0.38,0.83,-0.29,-0.31,-141.41,-130.44,-147.50
75127,14,41.46,0.38,0.83,-0.28,-0.31,-129.11,-116.82,-136.53
75140,14,40.55,0.37,0.83,-0.28,-0.30,-151.04,-142.07,-153.37
75159,14,40.73,0.37,0.83,-0.28,-0.30,-124.90,-111.83,-134.76
75173,14,40.51,0.37,0.84,-0.28,-0.30,-157.25,-149.82,-160.79
75187,14,40.44,0.36,0.84,-0.28,-0.30,-183.61,-182.94,-182.28
75204,14,40.65,0.36,0.84,-0.28,-0.30,-63.54,-123.24,-157.13
75219,14,40.65,0.36,0.84,-0.28,-0.30,-145.84,-162.01,-169.65
75232,14,40.25,0.35,0.84,-0.28,-0.29,-155.47,-157.80,-165.88
75245,14,40.09,0.35,0.84,-0.28,-0.29,-141.74,-141.18,-153.81
75259,14,40.14,0.35,0.85,-0.28,-0.29,-136.09,-133.65,-146.94
75273,14,40.28,0.34,0.85,-0.28,-0.29,-158.69,-157.47,-162.56
75291,14,39.34,0.33,0.86,-0.28,-0.28,-154.70,-153.92,-161.57
75304,14,38.81,0.33,0.86,-0.28,-0.28,-183.61,-185.60,-182.28
75319,14,38.18,0.32,0.86,-0.27,-0.28,-188.92,-189.48,-187.37
75333,14,36.96,0.31,0.87,-0.27,-0.27,-176.85,-175.96,-179.07
75346,14,36.73,0.30,0.88,-0.26,-0.27,-158.57,-155.81,-164.89
75360,14,37.08,0.27,0.88,-0.26,-0.27,-161.01,-158.91,-164.67
75374,14,37.43,0.26,0.89,-0.27,-0.27,-168.10,-167.88,-171.31
75388,14,37.93,0.25,0.89,-0.27,-0.27,-182.83,-183.61,-182.28
75410,14,38.67,0.23,0.89,-0.27,-0.28,-51.69,-106.96,-140.08
75423,14,39.03,0.20,0.90,-0.27,-0.28,-118.26,-132.55,-149.05
75437,14,39.15,0.19,0.90,-0.27,-0.28,-143.84,-149.05,-157.80
75450,14,39.61,0.18,0.90,-0.27,-0.28,-156.36,-158.57,-163.67
75464,14,40.04,0.16,0.91,-0.27,-0.29,-159.68,-160.01,-165.22
75479,14,39.69,0.15,0.91,-0.26,-0.29,-163.23,-163.89,-168.43
75493,14,38.66,0.14,0.91,-0.26,-0.28,-165.11,-164.33,-168.88
75508,14,38.17,0.13,0.92,-0.25,-0.28,-169.10,-168.54,-171.42
75537,11,37.82,0.10,0.92,-0.24,-0.28,-173.64,-173.20,-176.08
75550,11,38.17,0.09,0.92,-0.24,-0.28,-173.31,-172.86,-176.30
75563,11,38.56,0.07,0.93,-0.23,-0.29,-170.54,-169.65,-173.64
75578,11,38.22,0.07,0.93,-0.23,-0.29,-170.09,-169.21,-173.20
75592,11,36.84,0.06,0.93,-0.22,-0.28,-170.65,-169.87,-172.86
75608,11,36.32,0.06,0.93,-0.22,-0.28,-171.09,-169.87,-174.19
75622,11,35.56,0.06,0.94,-0.21,-0.27,-55.90,-111.39,-144.06
75636,11,35.12,0.05,0.94,-0.21,-0.27,-119.03,-133.76,-150.71
75653,11,33.67,0.05,0.94,-0.21,-0.25,-143.73,-148.16,-157.91
75667,11,33.35,0.05,0.94,-0.21,-0.25,-156.36,-157.80,-163.45
75681,11,34.29,0.05,0.94,-0.21,-0.26,-161.12,-161.12,-166.44
75695,11,35.11,0.05,0.94,-0.22,-0.26,-163.34,-163.01,-167.55
75710,11,36.12,0.05,0.94,-0.23,-0.27,-165.66,-165.11,-168.99
75723,11,38.68,0.04,0.93,-0.25,-0.28,-170.43,-170.87,-173.20
75736,11,39.84,0.03,0.92,-0.26,-0.28,-174.41,-174.19,-176.41
75749,11,40.60,0.03,0.92,-0.27,-0.28,-171.98,-171.98,-174.41
75763,11,42.09,0.02,0.91,-0.29,-0.28,-170.43,-169.43,-173.20
75782,11,43.31,0.02,0.91,-0.31,-0.28,-172.53,-172.64,-175.85
75795,11,45.71,0.01,0.90,-0.33,-0.29,-170.43,-168.99,-173.53
75809,11,46.29,0.01,0.90,-0.34,-0.28,-171.42,-169.65,-172.86
75824,11,46.99,0.00,0.89,-0.35,-0.28,-54.35,-109.95,-141.30
75837,11,47.19,0.00,0.89,-0.36,-0.27,-118.48,-132.77,-148.61
75849,11,47.26,0.00,0.89,-0.36,-0.27,-140.85,-144.95,-154.81
75863,11,47.51,0.00,0.89,-0.37,-0.27,-150.71,-152.37,-158.80
75876,11,47.67,0.01,0.89,-0.37,-0.26,-157.36,-157.36,-162.78
75894,11,48.08,0.01,0.89,-0.38,-0.26,-162.78,-162.34,-166.99
75908,13,48.29,0.02,0.89,-0.39,-0.25,-166.88,-166.77,-170.43
75923,13,48.29,0.02,0.89,-0.39,-0.25,-171.31,-171.64,-173.86
75937,13,47.42,0.03,0.89,-0.39,-0.24,-173.97,-174.08,-176.19
75950,13,46.70,0.04,0.89,-0.39,-0.23,-174.41,-175.30,-176.41
75964,13,45.45,0.05,0.89,-0.39,-0.22,-170.32,-169.98,-173.53
75978,13,45.20,0.05,0.89,-0.39,-0.21,-170.54,-169.54,-173.08
75991,13,45.58,0.06,0.89,-0.40,-0.21,-172.20,-171.76,-174.19
76011,13,47.40,0.06,0.88,-0.41,-0.21,-166.88,-164.89,-170.76
76031,13,48.13,0.07,0.88,-0.42,-0.21,-52.24,-105.63,-139.08
76045,13,45.74,0.08,0.89,-0.41,-0.20,-110.84,-123.13,-142.07
76057,13,43.83,0.09,0.89,-0.40,-0.18,-137.20,-140.52,-150.71
76073,13,42.25,0.09,0.90,-0.39,-0.17,-152.70,-154.14,-160.24
76087,13,40.26,0.11,0.90,-0.38,-0.15,-161.68,-162.34,-166.99
76099,13,39.09,0.12,0.91,-0.38,-0.14,-164.11,-164.67,-168.65
76113,13,37.32,0.13,0.91,-0.37,-0.13,-165.22,-163.78,-168.99
76127,13,34.50,0.16,0.91,-0.36,-0.09,-164.89,-163.45,-168.10
76145,13,31.96,0.19,0.92,-0.35,-0.05,-167.77,-166.55,-171.20
76159,13,30.95,0.20,0.92,-0.34,-0.02,-169.32,-167.44,-171.42
76174,13,30.18,0.20,0.92,-0.34,-0.01,-170.76,-170.76,-174.64
76188,13,29.16,0.22,0.92,-0.33,0.02,-173.75,-174.08,-176.52
76201,13,28.82,0.22,0.92,-0.32,0.02,-175.63,-175.85,-176.96
76215,13,28.26,0.24,0.92,-0.32,0.04,-170.65,-170.43,-173.42
76231,13,28.07,0.25,0.92,-0.31,0.04,-170.32,-169.76,-174.41
76244,13,27.93,0.26,0.91,-0.31,0.04,-51.02,-105.85,-137.20
76263,13,27.47,0.28,0.91,-0.31,0.05,-119.59,-132.77,-148.27
76277,13,26.95,0.30,0.90,-0.30,0.05,-138.97,-142.40,-153.37
76290,11,26.59,0.31,0.90,-0.29,0.06,-155.81,-157.69,-162.34
76303,11,26.17,0.32,0.90,-0.29,0.07,-164.45,-166.55,-169.32
76316,11,25.26,0.34,0.90,-0.27,0.08,-166.66,-166.11,-169.43
76329,11,24.99,0.35,0.89,-0.26,0.09,-164.67,-164.67,-168.99
76343,11,25.01,0.37,0.89,-0.26,0.09,-166.22,-165.66,-169.98
76356,11,26.10,0.40,0.88,-0.25,0.12,-172.31,-171.64,-174.41
76375,11,27.06,0.41,0.87,-0.25,0.13,-168.76,-167.44,-171.98
76388,11,29.22,0.43,0.86,-0.24,0.17,-174.52,-174.41,-176.19
76401,11,30.15,0.44,0.85,-0.23,0.18,-176.74,-176.30,-177.96
76415,11,30.91,0.45,0.84,-0.22,0.20,-172.42,-171.31,-174.52
76429,11,32.16,0.47,0.83,-0.20,0.22,-169.32,-167.77,-171.87
76446,11,33.78,0.49,0.82,-0.18,0.24,-52.80,-107.07,-138.30
76461,11,35.08,0.50,0.81,-0.17,0.25,-112.39,-125.35,-142.62
76475,11,36.82,0.51,0.80,-0.16,0.27,-138.53,-142.51,-152.37
76488,11,41.04,0.53,0.78,-0.13,0.31,-157.58,-158.91,-163.89
76506,11,44.89,0.55,0.75,-0.10,0.34,-162.23,-163.34,-167.55
76521,11,46.58,0.56,0.74,-0.09,0.36,-167.44,-168.32,-171.98
76536,11,49.76,0.58,0.71,-0.07,0.38,-171.42,-171.87,-174.86
76550,11,51.36,0.59,0.70,-0.06,0.39,-170.76,-170.09,-173.64
76565,11,52.82,0.60,0.69,-0.05,0.40,-170.65,-169.54,-173.64
76579,11,55.20,0.61,0.67,-0.04,0.42,-168.10,-166.66,-171.20
76592,11,56.27,0.61,0.66,-0.02,0.43,-170.98,-169.98,-173.20
76605,11,57.25,0.62,0.65,-0.01,0.44,-174.52,-175.41,-176.74
76625,11,59.09,0.63,0.63,0.01,0.45,-169.87,-168.54,-173.53
76638,11,61.59,0.65,0.61,0.02,0.46,-175.74,-176.30,-177.74
76651,11,63.27,0.66,0.59,0.03,0.47,-57.56,-114.49,-148.16
76666,11,65.01,0.66,0.57,0.04,0.48,-117.70,-131.44,-149.27
76680,11,67.92,0.68,0.53,0.05,0.50,-136.09,-138.64,-151.71
76693,11,69.24,0.69,0.51,0.06,0.51,-149.16,-149.27,-156.91
76706,11,70.36,0.69,0.50,0.06,0.52,-162.56,-163.45,-167.21
76720,11,71.58,0.70,0.48,0.05,0.53,-169.43,-170.32,-172.97
76735,11,71.96,0.71,0.47,0.04,0.53,-171.98,-172.31,-175.19
76753,11,73.34,0.71,0.44,0.04,0.54,-173.20,-174.08,-176.19
76766,11,74.09,0.72,0.43,0.05,0.54,-172.97,-172.75,-176.19
76780,11,75.00,0.73,0.41,0.05,0.55,-167.66,-166.33,-171.53
76793,11,75.75,0.73,0.40,0.05,0.55,-167.77,-166.66,-170.76
76805,11,76.80,0.73,0.38,0.06,0.56,-176.30,-176.08,-177.63
76818,11,79.08,0.74,0.34,0.08,0.57,-178.40,-177.85,-179.51
76833,11,80.10,0.74,0.33,0.09,0.58,-173.53,-172.31,-176.19
76846,11,80.83,0.75,0.31,0.10,0.58,-169.32,-167.55,-172.31
76865,11,81.66,0.76,0.28,0.11,0.58,-54.35,-109.73,-140.85
76879,11,82.69,0.76,0.24,0.12,0.59,-110.50,-125.12,-143.62
76892,11,83.27,0.76,0.23,0.12,0.59,-135.31,-140.30,-151.15
76905,11,83.72,0.77,0.21,0.13,0.59,-155.69,-159.02,-163.34
76919,11,84.48,0.77,0.18,0.13,0.60,-165.00,-167.21,-169.76
76931,11,84.77,0.77,0.16,0.13,0.60,-162.12,-162.12,-166.77
76944,11,85.17,0.77,0.14,0.14,0.60,-163.23,-161.68,-166.88
76957,11,85.58,0.78,0.12,0.14,0.60,-172.20,-172.20,-173.75
